ANO_OCORRENCIA;MES_OCORRENCIA;UF;MUNICIPIO;ESPECIE_ARMA;MARCA_ARMA;CALIBRE_ARMA;TIPO_OCORRENCIA;MAIS_1000_MIL_HAB;TOTAL
2025;05;MA;DAVIN�POLIS                        ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;N;1
2025;05;MA;GOVERNADOR EDISON LOB�O            ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Extravio/Perda de Arma de Fogo                                            ;N;1
2025;05;MA;IMPERATRIZ                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;05;MA;MORROS                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;05;MA;PARNARAMA                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.40 S&W                                           ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;05;MA;PA�O DO LUMIAR                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;05;MA;PA�O DO LUMIAR                     ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Furto de Arma de Fogo                                                     ;S;1
2025;05;MA;RAPOSA                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Roubo de Arma de Fogo                                                     ;N;1
2025;05;MA;S�O LU�S                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;S;1
2025;05;MA;S�O LU�S                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Extravio/Perda de Arma de Fogo                                            ;S;1
2025;05;MG;BELO HORIZONTE                     ;Garrucha                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.22 LR                                            ;Extravio/Perda de Arma de Fogo                                            ;S;2
2025;05;MG;BELO HORIZONTE                     ;Pistola                                           ;BERETTA (PIETRO BERETTA S.P.A.)                                       ;6,35mm                                            ;Apostilada no Exercito                                                    ;S;2
2025;05;MG;BELO HORIZONTE                     ;Pistola                                           ;GLOCK GMBH (�USTRIA)                                                  ;.380                                              ;Apostilada no Exercito                                                    ;S;2
2025;05;MG;BELO HORIZONTE                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Campanha do Desarmamento                                                  ;S;1
2025;05;MG;BELO HORIZONTE                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Extravio/Perda de Arma de Fogo                                            ;S;2
2025;05;MG;BELO HORIZONTE                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Recupera��o de Arma de Fogo                                               ;S;1
2025;05;MG;BELO HORIZONTE                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.40 S&W                                           ;Extravio/Perda de Arma de Fogo                                            ;S;1
2025;05;MG;BELO HORIZONTE                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;S;2
2025;05;MG;BELO HORIZONTE                     ;Revolver                                          ;INA (IND�STRIA NACIONAL DE ARMAS)                                     ;.32                                               ;Furto de Arma de Fogo                                                     ;S;1
2025;05;MG;BELO HORIZONTE                     ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento                                                  ;S;1
2025;05;MG;BETIM                              ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;32                                                ;Extravio/Perda de Arma de Fogo                                            ;S;2
2025;05;MG;CAMPO DO MEIO                      ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Extravio/Perda de Arma de Fogo                                            ;N;1
2025;05;MG;CARANGOLA                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apostilada no Exercito                                                    ;N;1
2025;05;MG;CARMO DO PARANA�BA                 ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.357 Mag                                          ;Furto de Arma de Fogo                                                     ;N;1
2025;05;MG;CONTAGEM                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Furto de Arma de Fogo                                                     ;S;2
2025;05;MG;CURVELO                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Recupera��o de Arma de Fogo                                               ;N;1
2025;05;MG;ESMERALDAS                         ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Furto de Arma de Fogo                                                     ;N;2
2025;05;MG;GOVERNADOR VALADARES               ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Recupera��o de Arma de Fogo                                               ;S;1
2025;05;MG;IGARATINGA                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Recupera��o de Arma de Fogo                                               ;N;1
2025;05;MG;ITABIRA                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.22 LR                                            ;Furto de Arma de Fogo                                                     ;S;2
2025;05;MG;ITA�NA                             ;Carabina                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.357 Mag                                          ;Recupera��o de Arma de Fogo                                               ;N;1
2025;05;MG;ITUIUTABA                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Roubo de Arma de Fogo                                                     ;S;1
2025;05;MG;JUIZ DE FORA                       ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Furto de Arma de Fogo                                                     ;S;2
2025;05;MG;LAGOA FORMOSA                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Recupera��o de Arma de Fogo                                               ;N;1
2025;05;MG;LAMIM                              ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Recupera��o de Arma de Fogo                                               ;N;1
2025;05;MG;OURO BRANCO                        ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Recupera��o de Arma de Fogo                                               ;N;1
2025;05;MG;PATOS DE MINAS                     ;Espingarda                                        ;WINCHESTER                                                            ;.22 LR                                            ;Furto de Arma de Fogo                                                     ;S;1
2025;05;MG;PONTE NOVA                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apostilada no Exercito                                                    ;N;1
2025;05;MG;PRATINHA                           ;Carabina                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.22 LR                                            ;Furto de Arma de Fogo                                                     ;N;1
2025;05;MG;RESPLENDOR                         ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;05;MG;RIBEIR�O DAS NEVES                 ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;05;MG;SANTA LUZIA                        ;Espingarda                                        ;A.Y.A. (AGUIRRE Y ARANZABAL)                                          ;.32                                               ;Campanha do Desarmamento                                                  ;S;1
2025;05;MG;S�O ROM�O                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;05;MG;UBERL�NDIA                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Remetida ao Ex�rcito para destrui��o                                      ;S;1
2025;05;MG;UBERL�NDIA                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Recupera��o de Arma de Fogo                                               ;S;1
2025;05;MG;UBERL�NDIA                         ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Apostilada no Exercito                                                    ;S;1
2025;05;MG;UB�                                ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9x19mm                                            ;Recupera��o de Arma de Fogo                                               ;S;1
2025;05;MG;VARGINHA                           ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;05;MS;AQUIDAUANA                         ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Apostilada no Exercito                                                    ;N;1
2025;05;MS;CAMPO GRANDE                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Recupera��o de Arma de Fogo                                               ;S;1
2025;05;MS;CAMPO GRANDE                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apostilada no Exercito                                                    ;S;1
2025;05;MS;CAMPO GRANDE                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Campanha do Desarmamento                                                  ;S;1
2025;05;MS;CAMPO GRANDE                       ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.357 Mag                                          ;Campanha do Desarmamento                                                  ;S;1
2025;05;MS;CAMPO GRANDE                       ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apostilada no Exercito                                                    ;S;1
2025;05;MS;CORUMB�                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Apostilada no Exercito                                                    ;S;1
2025;05;MS;DOURADOS                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.40 S&W                                           ;Recupera��o de Arma de Fogo                                               ;S;1
2025;05;MS;DOURADOS                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Recupera��o de Arma de Fogo                                               ;S;1
2025;05;MS;JARAGUARI                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.357 Mag                                          ;Extravio/Perda de Arma de Fogo                                            ;N;1
2025;05;MS;MARACAJU                           ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;05;MS;RIO BRILHANTE                      ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.357 Mag                                          ;Apostilada no Exercito                                                    ;N;1
2025;05;MT;CUIAB�                             ;Pistola                                           ;GLOCK GMBH (�USTRIA)                                                  ;.380                                              ;Apostilada no Exercito                                                    ;S;1
2025;05;MT;CUIAB�                             ;Pistola                                           ;GLOCK GMBH (�USTRIA)                                                  ;.380                                              ;Extravio/Perda de Arma de Fogo                                            ;S;2
2025;05;MT;CUIAB�                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;S;1
2025;05;MT;DIAMANTINO                         ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apostilada no Exercito                                                    ;N;1
2025;05;MT;JUARA                              ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;28                                                ;Extravio/Perda de Arma de Fogo                                            ;N;1
2025;05;MT;LUCAS DO RIO VERDE                 ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;05;MT;NOVA GUARITA                       ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;05;MT;NOVA XAVANTINA                     ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.357 Mag                                          ;Recupera��o de Arma de Fogo                                               ;N;1
2025;05;MT;NOVO HORIZONTE DO NORTE            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Remetida ao Ex�rcito para destrui��o                                      ;N;1
2025;05;MT;NOVO HORIZONTE DO NORTE            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Furto de Arma de Fogo                                                     ;N;1
2025;05;MT;PRIMAVERA DO LESTE                 ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;05;MT;RONDON�POLIS                       ;Pistola                                           ;IMBEL                                                                 ;.380                                              ;Recupera��o de Arma de Fogo                                               ;S;1
2025;05;MT;SINOP                              ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.357 Mag                                          ;Furto de Arma de Fogo                                                     ;S;1
2025;05;MT;V�RZEA GRANDE                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;05;PA;ABAETETUBA                         ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento                                                  ;S;1
2025;05;PA;ALENQUER                           ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;28                                                ;Extravio/Perda de Arma de Fogo                                            ;N;1
2025;05;PA;ANANINDEUA                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;05;PA;ANANINDEUA                         ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Furto de Arma de Fogo                                                     ;S;1
2025;05;PA;BARCARENA                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;6,35mm                                            ;Furto de Arma de Fogo                                                     ;S;1
2025;05;PA;BEL�M                              ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;05;PA;BEL�M                              ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Furto de Arma de Fogo                                                     ;S;1
2025;05;PA;BEL�M                              ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento                                                  ;S;1
2025;05;PA;BRASIL NOVO                        ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Furto de Arma de Fogo                                                     ;N;1
2025;05;PA;MARAB�                             ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Furto de Arma de Fogo                                                     ;S;1
2025;05;PA;PLACAS                             ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Extravio/Perda de Arma de Fogo                                            ;N;1
2025;05;PA;REDEN��O                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;N;2
2025;05;PA;SANTAR�M                           ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;20                                                ;Extravio/Perda de Arma de Fogo                                            ;S;1
2025;05;PB;CABEDELO                           ;Pistola                                           ;GLOCK GMBH (�USTRIA)                                                  ;.380                                              ;Apostilada no Exercito                                                    ;N;1
2025;05;PB;CONDE                              ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;N;1
2025;05;PB;JO�O PESSOA                        ;Pistola                                           ;GLOCK GMBH (�USTRIA)                                                  ;.380                                              ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;05;PB;JO�O PESSOA                        ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;05;PB;JO�O PESSOA                        ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Recupera��o de Arma de Fogo                                               ;S;1
2025;05;PB;JO�O PESSOA                        ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento                                                  ;S;1
2025;05;PB;S�O JO�O DO RIO DO PEIXE           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Extravio/Perda de Arma de Fogo                                            ;N;2
2025;05;PB;S�O JO�O DO RIO DO PEIXE           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Furto de Arma de Fogo                                                     ;N;1
2025;05;PB;TEIXEIRA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;05;PE;CARUARU                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;05;PE;JABOAT�O DOS GUARARAPES            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;05;PE;PETROLINA                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Recupera��o de Arma de Fogo                                               ;S;1
2025;05;PE;RECIFE                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Furto de Arma de Fogo                                                     ;S;1
2025;05;PE;RECIFE                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apostilada no Exercito                                                    ;S;1
2025;05;PE;RECIFE                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.45 ACP                                           ;Furto de Arma de Fogo                                                     ;S;1
2025;05;PE;S�O CAITANO                        ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;12                                                ;Extravio/Perda de Arma de Fogo                                            ;N;1
2025;05;PE;S�O LOUREN�O DA MATA               ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.40 S&W                                           ;Recupera��o de Arma de Fogo                                               ;S;1
2025;05;PI;COCAL                              ;Pistola                                           ;GLOCK GMBH (�USTRIA)                                                  ;.380                                              ;Furto de Arma de Fogo                                                     ;N;1
2025;05;PI;PIRIPIRI                           ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;36                                                ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;05;PI;S�O JO�O DO PIAU�                  ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;05;PI;TERESINA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;05;PI;TERESINA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;05;PI;TERESINA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9x19mm                                            ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;05;PR;ASSIS CHATEAUBRIAND                ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apostilada no Exercito                                                    ;N;1
2025;05;PR;BOA VISTA DA APARECIDA             ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.22 LR                                            ;Roubo de Arma de Fogo                                                     ;N;1
2025;05;PR;CASCAVEL                           ;Pistola                                           ;GLOCK GMBH (�USTRIA)                                                  ;9x19mm                                            ;Recupera��o de Arma de Fogo                                               ;S;1
2025;05;PR;CORB�LIA                           ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Recupera��o de Arma de Fogo                                               ;N;1
2025;05;PR;CORONEL VIVIDA                     ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apostilada no Exercito                                                    ;N;1
2025;05;PR;CURITIBA                           ;Carabina                                          ;IMBEL                                                                 ;.22 LR                                            ;Campanha do Desarmamento                                                  ;S;1
2025;05;PR;CURITIBA                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Campanha do Desarmamento                                                  ;S;1
2025;05;PR;FOZ DO IGUA�U                      ;Pistola                                           ;GLOCK GMBH (�USTRIA)                                                  ;.45                                               ;Recupera��o de Arma de Fogo                                               ;S;1
2025;05;PR;FOZ DO IGUA�U                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apostilada no Exercito                                                    ;S;1
2025;05;PR;FOZ DO IGUA�U                      ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apostilada no Exercito                                                    ;S;1
2025;05;PR;FRANCISCO BELTR�O                  ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;05;PR;IMBITUVA                           ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Sub Judice                                                                ;N;1
2025;05;PR;IMBITUVA                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Sub Judice                                                                ;N;1
2025;05;PR;LONDRINA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;7,65mm                                            ;Campanha do Desarmamento                                                  ;S;1
2025;05;PR;LONDRINA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;05;PR;LONDRINA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Campanha do Desarmamento                                                  ;S;1
2025;05;PR;NOVA PRATA DO IGUA�U               ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Remetida ao Ex�rcito para destrui��o                                      ;N;1
2025;05;PR;PALMITAL                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Extravio/Perda de Arma de Fogo                                            ;N;1
2025;05;PR;PEABIRU                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apostilada no Exercito                                                    ;N;1
2025;05;PR;PLANALTO                           ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Furto de Arma de Fogo                                                     ;N;1
2025;05;PR;PLANALTO                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.45 ACP                                           ;Furto de Arma de Fogo                                                     ;N;1
2025;05;PR;PONTA GROSSA                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apostilada no Exercito                                                    ;S;1
2025;05;PR;PORTO BARREIRO                     ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Sub Judice                                                                ;N;1
2025;05;PR;P�ROLA                             ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apostilada no Exercito                                                    ;N;1
2025;05;PR;QUEDAS DO IGUA�U                   ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.22 LR                                            ;Recupera��o de Arma de Fogo                                               ;N;1
2025;05;PR;REALEZA                            ;Carabina                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apostilada no Exercito                                                    ;N;1
2025;05;PR;RESERVA                            ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Apostilada no Exercito                                                    ;N;1
2025;05;PR;SANTO ANT�NIO DO SUDOESTE          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;05;PR;S�O JO�O DO IVA�                   ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Sub Judice                                                                ;N;1
2025;05;PR;TOLEDO                             ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Recupera��o de Arma de Fogo                                               ;S;1
2025;05;PR;TOLEDO                             ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.357 Mag                                          ;Recupera��o de Arma de Fogo                                               ;S;1
2025;05;PR;TUNEIRAS DO OESTE                  ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apostilada no Exercito                                                    ;N;1
2025;05;PR;UMUARAMA                           ;Pistola                                           ;GLOCK GMBH (�USTRIA)                                                  ;.380                                              ;Apostilada no Exercito                                                    ;S;1
2025;05;PR;UMUARAMA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apostilada no Exercito                                                    ;S;1
2025;05;PR;VENTANIA                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Roubo de Arma de Fogo                                                     ;N;1
2025;05;RJ;ITATIAIA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;N;1
2025;05;RJ;JAPERI                             ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Furto de Arma de Fogo                                                     ;S;1
2025;05;RJ;MACA�                              ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.45 ACP                                           ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;05;RJ;MARIC�                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Sub Judice                                                                ;S;1
